date,fighter_a,fighter_b,result_numeric
2018-04-14,lauren mueller,shana dobson,1.0
2018-04-14,gilbert burns,dan moret,1.0
2018-04-14,brad tavares,krzysztof jotko,1.0
2018-04-14,john moraga,wilson reis,1.0
2018-04-14,muslim salikhov,ricky rainey,1.0
2018-04-14,antonio carlos junior,tim boetsch,1.0
2018-04-14,michelle waterson-gomez,cortney casey,1.0
2018-04-14,israel adesanya,marvin vettori,1.0
2018-04-14,alex oliveira,carlos condit,1.0
2018-04-14,dustin poirier,justin gaethje,1.0
2018-04-21,anthony rocco martin,keita nakamura,1.0
2018-04-21,corey anderson,patrick cummins,1.0
2018-04-21,siyar bahadurzada,luan chagas,1.0
2018-04-21,ricky simon,merab dvalishvili,1.0
2018-04-21,ryan laflare,alex garcia,1.0
2018-04-21,dan hooker,jim miller,1.0
2018-04-21,aljamain sterling,brett johns,1.0
2018-04-21,david branch,thiago santos,1.0
2018-04-21,justin willis,chase sherman,1.0
2018-04-21,frankie edgar,cub swanson,1.0
2018-04-21,kevin lee,edson barboza,1.0
2018-05-12,markus perez,james bochnovic,1.0
2018-05-12,ramazan emeev,alberto mina,1.0
2018-05-12,jack hermansson,thales leites,1.0
2018-05-12,warlley alves,sultan aliev,1.0
2018-05-12,elizeu zaleski dos santos,sean strickland,1.0
2018-05-12,davi ramos,nick hein,1.0
2018-05-12,aleksei oleinik,junior albini,1.0
2018-05-12,cezar ferreira,karl roberson,1.0
2018-05-12,lyoto machida,vitor belfort,1.0
2018-05-12,john lineker,brian kelleher,1.0
2018-05-12,mackenzie dern,amanda cooper,1.0
2018-05-12,kelvin gastelum,jacare souza,1.0
2018-05-12,amanda nunes,raquel pennington,1.0
2018-05-19,claudio puelles,felipe silva,1.0
2018-05-19,frankie saenz,henry briones,1.0
2018-05-19,enrique barzola,brandon davis,1.0
2018-05-19,gabriel benitez,humberto bandenay,1.0
2018-05-19,poliana botelho,syuri kondo,1.0
2018-05-19,alexandre pantoja,brandon moreno,1.0
2018-05-19,michel prazeres,zak cummings,1.0
2018-05-19,vicente luque,chad laprise,1.0
2018-05-19,andrea lee,veronica hardy,1.0
2018-05-19,guido cannetti,diego rivas,1.0
2018-05-19,dominick reyes,jared cannonier,1.0
2018-05-19,tatiana suarez,alexa grasso,1.0
2018-05-19,kamaru usman,demian maia,1.0
2018-05-27,elias theodorou,trevor smith,1.0
2018-05-27,gillian robertson,molly mccann,1.0
2018-05-27,carlo pedersoli jr.,brad scott,1.0
2018-05-27,lina lansberg,gina mazany,1.0
2018-05-27,tom breese,daniel kelly,1.0
2018-05-27,darren stewart,eric spicely,1.0
2018-05-27,claudio silva,nordine taleb,1.0
2018-05-27,makwan amirkhani,jason knight,1.0
2018-05-27,arnold allen,mads burnell,1.0
2018-05-27,neil magny,craig white,1.0
2018-05-27,darren till,stephen thompson,1.0
2018-06-01,jose torres,jarred brooks,1.0
2018-06-01,nathaniel wood,johnny eduardo,1.0
2018-06-01,desmond green,gleison tibau,1.0
2018-06-01,belal muhammad,chance rencountre,1.0
2018-06-01,david teymur,nik lentz,1.0
2018-06-01,sijara eubanks,lauren murphy,1.0
2018-06-01,sam alvey,gian villante,1.0
2018-06-01,julio arce,daniel teymur,1.0
2018-06-01,ben saunders,jake ellenberger,1.0
2018-06-01,walt harris,daniel spitz,1.0
2018-06-01,gregor gillespie,vinc pichel,1.0
2018-06-01,marlon moraes,jimmie rivera,1.0
2018-06-09,dan ige,mike santiago,1.0
2018-06-09,charles oliveira,clay guida,1.0
2018-06-09,sergio pettis,joseph benavidez,1.0
2018-06-09,anthony smith,rashad evans,1.0
2018-06-09,chris de la rocha,rashad coulter,1.0
2018-06-09,mirsad bektic,ricardo lamas,1.0
2018-06-09,claudia gadelha,carla esparza,1.0
2018-06-09,curtis blaydes,alistair overeem,1.0
2018-06-09,tai tuivasa,andrei arlovski,1.0
2018-06-09,holly holm,megan anderson,1.0
2018-06-09,colby covington,rafael dos anjos,1.0
2018-06-09,robert whittaker,yoel romero,1.0
2018-06-23,ji yeon kim,melinda fabian,1.0
2018-06-23,yuta sasaki,jenel lausa,1.0
2018-06-23,matt schnell,naoki inoue,1.0
2018-06-23,yan xiaonan,viviane pereira,1.0
2018-06-23,jake matthews,shinsho anzai,1.0
2018-06-23,song kenan,hector aldana,1.0
2018-06-23,shane young,rolando dy,1.0
2018-06-23,song yadong,felipe arantes,1.0
2018-06-23,petr yan,teruto ishihara,1.0
2018-06-23,li jingliang,daichi abe,1.0
2018-06-23,jessica eye,jessica-rose clark,1.0
2018-06-23,ovince saint preux,tyson pedro,1.0
2018-06-23,leon edwards,donald cerrone,1.0
2018-07-06,gerald meerschaert,oskar piechota,1.0
2018-07-06,steven peterson,matt bessette,1.0
2018-07-06,bryce mitchell,tyler diamond,1.0
2018-07-06,john gunther,allan zuniga,1.0
2018-07-06,luis pena,richie smullen,1.0
2018-07-06,montana de la rosa,rachael ostovich,1.0
2018-07-06,alessio di chirico,julian marquez,1.0
2018-07-06,roxanne modafferi,barb honchak,1.0
2018-07-06,alex caceres,martin bravo,1.0
2018-07-06,brad katona,jay cucciniello,1.0
2018-07-06,michael trizano,joe giannetti,1.0
2018-07-06,israel adesanya,brad tavares,1.0
2018-07-07,emily whitmire,jamie moyle,1.0
2018-07-07,dan hooker,gilbert burns,1.0
2018-07-07,curtis millender,max griffin,1.0
2018-07-07,drakkar klose,lando vannata,1.0
2018-07-07,raphael assuncao,rob font,1.0
2018-07-07,paulo costa,uriah hall,1.0
2018-07-07,khalil rountree jr.,gokhan saki,1.0
2018-07-07,anthony pettis,michael chiesa,1.0
2018-07-07,mike perry,paul felder,1.0
2018-07-07,derrick lewis,francis ngannou,1.0
2018-07-07,daniel cormier,stipe miocic,1.0
2018-07-14,jessica aguilar,jodie esquibel,1.0
2018-07-14,mark de la rosa,elias garcia,1.0
2018-07-14,liz carmouche,jennifer maia,1.0
2018-07-14,raoni barcelos,kurt holobaugh,1.0
2018-07-14,said nurmagomedov,justin scoggins,1.0
2018-07-14,alexander volkanovski,darren elkins,1.0
2018-07-14,alejandro perez,eddie wineland,1.0
2018-07-14,cat zingano,marion reneau,1.0
2018-07-14,chad mendes,myles jury,1.0
2018-07-14,niko price,randy brown,1.0
2018-07-14,ricky glenn,dennis bermudez,1.0
2018-07-14,sage northcutt,zak ottow,1.0
2018-07-14,junior dos santos,blagoy ivanov,1.0
2018-07-22,pingyuan liu,damian stasiak,1.0
2018-07-22,darko stosic,jeremy kimball,1.0
2018-07-22,manny bermudez,davey grant,1.0
2018-07-22,aleksandar rakic,justin ledet,1.0
2018-07-22,nad narimani,khalid taha,1.0
2018-07-22,bartosz fabinski,emil meek,1.0
2018-07-22,damir hadzovic,nick hein,1.0
2018-07-22,nasrat haqparast,marc diakiese,1.0
2018-07-22,danny roberts,david zawada,1.0
2018-07-22,marcin tybura,stefan struve,1.0
2018-07-22,abu azaitar,vitor miranda,1.0
2018-07-22,corey anderson,glover teixeira,1.0
2018-07-22,anthony smith,mauricio rua,1.0
2018-07-28,devin powell,alvaro herrera mendoza,1.0
2018-07-28,nina nunes,randa markos,1.0
2018-07-28,dustin ortiz,matheus nicolau,1.0
2018-07-28,katlyn cerminara,alexis davis,1.0
2018-07-28,john makdessi,ross pearson,1.0
2018-07-28,ion cutelaba,gadzhimurad antigulov,1.0
2018-07-28,islam makhachev,kajan johnson,1.0
2018-07-28,hakeem dawodu,austin arnett,1.0
2018-07-28,jordan mein,alex morono,1.0
2018-07-28,alexander hernandez,olivier aubin-mercier,1.0
2018-07-28,joanna jedrzejczyk,tecia pennington,1.0
2018-07-28,jose aldo,jeremy stephens,1.0
2018-07-28,dustin poirier,eddie alvarez,1.0
2018-08-04,marlon vera,wulijiburen,1.0
2018-08-04,zhang weili,danielle taylor,1.0
2018-08-04,alex perez,jose torres,1.0
2018-08-04,sheymon moraes,matt sayles,1.0
2018-08-04,ricardo ramos,kyung ho kang,1.0
2018-08-04,ricky simon,montel jackson,1.0
2018-08-04,pedro munhoz,brett johns,1.0
2018-08-04,thiago santos,kevin holland,1.0
2018-08-04,jj aldrich,polyana viana,1.0
2018-08-04,renato moicano,cub swanson,1.0
2018-08-04,henry cejudo,demetrious johnson,1.0
2018-08-04,tj dillashaw,cody garbrandt,1.0
2018-08-25,rani yahya,luke sanders,1.0
2018-08-25,drew dober,jon tuck,1.0
2018-08-25,joanne wood,kalindra faria,1.0
2018-08-25,mickey gall,george sullivan,1.0
2018-08-25,andrew sanchez,markus perez,1.0
2018-08-25,cory sandhagen,iuri alcantara,1.0
2018-08-25,james krause,warlley alves,1.0
2018-08-25,eryk anders,tim williams,1.0
2018-08-25,deiveson figueiredo,john moraga,1.0
2018-08-25,bryan barberena,jake ellenberger,1.0
2018-08-25,cortney casey,angela hill,1.0
2018-08-25,michael johnson,andre fili,1.0
2018-08-25,justin gaethje,james vick,1.0
2018-09-08,jarred brooks,robert sanchez,1.0
2018-09-08,irene aldana,lucie pudilova,1.0
2018-09-08,jim miller,alex white,1.0
2018-09-08,diego sanchez,craig white,1.0
2018-09-08,darren stewart,charles byrd,1.0
2018-09-08,geoff neal,frank camacho,1.0
2018-09-08,aljamain sterling,cody stamann,1.0
2018-09-08,tatiana suarez,carla esparza,1.0
2018-09-08,abdul razak alhassan,niko price,1.0
2018-09-08,jimmie rivera,john dodson,1.0
2018-09-08,zabit magomedsharipov,brandon davis,1.0
2018-09-08,jessica andrade,karolina kowalkiewicz,1.0
2018-09-08,tyron woodley,darren till,1.0
2018-09-15,merab dvalishvili,terrion ware,1.0
2018-09-15,ramazan emeev,stefan sekulic,1.0
2018-09-15,jordan johnson,adam yandiev,1.0
2018-09-15,magomed ankalaev,marcin prachnio,1.0
2018-09-15,mairbek taisumov,desmond green,1.0
2018-09-15,rustam khabilov,kajan johnson,1.0
2018-09-15,petr yan,jin soo son,1.0
2018-09-15,khalid murtazaliev,cb dollaway,1.0
2018-09-15,aleksei kunchenko,thiago alves,1.0
2018-09-15,shamil abdurakhimov,andrei arlovski,1.0
2018-09-15,jan blachowicz,nikita krylov,1.0
2018-09-15,aleksei oleinik,mark hunt,1.0
2018-09-22,livinha souza,alex chambers,1.0
2018-09-22,elizeu zaleski dos santos,luigi vendramini,1.0
2018-09-22,thales leites,hector lombard,1.0
2018-09-22,mayra bueno silva,gillian robertson,1.0
2018-09-22,sergio moraes,ben saunders,1.0
2018-09-22,augusto sakai,chase sherman,1.0
2018-09-22,ryan spann,luis henrique,1.0
2018-09-22,francisco trinaldo,evan dunham,1.0
2018-09-22,charles oliveira,christos giagos,1.0
2018-09-22,randa markos,marina rodriguez,0.5
2018-09-22,andre ewell,renan barao,1.0
2018-09-22,rogerio nogueira,sam alvey,1.0
2018-09-22,alex oliveira,carlo pedersoli jr.,1.0
2018-09-22,thiago santos,eryk anders,1.0
2018-10-06,anthony rocco martin,ryan laflare,1.0
2018-10-06,nik lentz,gray maynard,1.0
2018-10-06,yana santos,lina lansberg,1.0
2018-10-06,scott holtzman,alan patrick,1.0
2018-10-06,aspen ladd,tonya evinger,1.0
2018-10-06,vicente luque,jalin turner,1.0
2018-10-06,jussier formiga,sergio pettis,1.0
2018-10-06,michelle waterson-gomez,felice herrig,1.0
2018-10-06,derrick lewis,alexander volkov,1.0
2018-10-06,dominick reyes,ovince saint preux,1.0
2018-10-06,tony ferguson,anthony pettis,1.0
2018-10-06,khabib nurmagomedov,conor mcgregor,1.0
2018-10-27,stevie ray,jessin ayari,1.0
2018-10-27,arjan bhullar,marcelo golm,1.0
2018-10-27,don madge,te edwards,1.0
2018-10-27,talita bernardo,sarah moras,1.0
2018-10-27,calvin kattar,chris fishgold,1.0
2018-10-27,nasrat haqparast,thibault gouti,1.0
2018-10-27,sean strickland,nordine taleb,1.0
2018-10-27,court mcgee,alex garcia,1.0
2018-10-27,gian villante,ed herman,1.0
2018-10-27,andre soukhamthath,jonathan martinez,1.0
2018-10-27,misha cirkunov,patrick cummins,1.0
2018-10-27,michael johnson,artem lobov,1.0
2018-10-27,anthony smith,volkan oezdemir,1.0
2018-11-03,marcos rogerio de lima,adam wieczorek,1.0
2018-11-03,shane burgos,kurt holobaugh,1.0
2018-11-03,matt frevola,lando vannata,0.5
2018-11-03,lyman good,ben saunders,1.0
2018-11-03,sheymon moraes,julio arce,1.0
2018-11-03,sijara eubanks,roxanne modafferi,1.0
2018-11-03,jordan rinaldi,jason knight,1.0
2018-11-03,israel adesanya,derek brunson,1.0
2018-11-03,karl roberson,jack marshman,1.0
2018-11-03,jared cannonier,david branch,1.0
2018-11-03,jacare souza,chris weidman,1.0
2018-11-03,daniel cormier,derrick lewis,1.0
2018-11-10,mark de la rosa,joby sanchez,1.0
2018-11-10,eric shelton,joseph morales,1.0
2018-11-10,devonte smith,julian erosa,1.0
2018-11-10,davi ramos,john gunther,1.0
2018-11-10,ashley yoder,amanda cooper,1.0
2018-11-10,michael trizano,luis pena,1.0
2018-11-10,maycee barber,hannah cifers,1.0
2018-11-10,beneil dariush,thiago moises,1.0
2018-11-10,germaine de randamie,raquel pennington,1.0
2018-11-10,donald cerrone,mike perry,1.0
2018-11-10,yair rodriguez,chan sung jung,1.0
2018-11-17,nad narimani,anderson dos santos,1.0
2018-11-17,jesus pinedo,devin powell,1.0
2018-11-17,laureano staropoli,hector aldana,1.0
2018-11-17,austin arnett,humberto bandenay,1.0
2018-11-17,alexandre pantoja,yuta sasaki,1.0
2018-11-17,michel prazeres,bartosz fabinski,1.0
2018-11-17,cynthia calvillo,poliana botelho,1.0
2018-11-17,marlon vera,guido cannetti,1.0
2018-11-17,ian heinisch,cezar ferreira,1.0
2018-11-17,johnny walker,khalil rountree jr.,1.0
2018-11-17,ricardo lamas,darren elkins,1.0
2018-11-17,santiago ponzinibbio,neil magny,1.0
2018-11-24,louis smolka,sumudaerji,1.0
2018-11-24,kevin holland,john phillips,1.0
2018-11-24,yan xiaonan,syuri kondo,1.0
2018-11-24,pingyuan liu,martin day,1.0
2018-11-24,zhang weili,jessica aguilar,1.0
2018-11-24,rashad coulter,hu yaozong,1.0
2018-11-24,wu yanan,lauren mueller,1.0
2018-11-24,alex morono,song kenan,1.0
2018-11-24,li jingliang,david zawada,1.0
2018-11-24,song yadong,vince morales,1.0
2018-11-24,alistair overeem,sergei pavlovich,1.0
2018-11-24,francis ngannou,curtis blaydes,1.0
2018-11-30,raoni barcelos,chris gutierrez,1.0
2018-11-30,tim means,ricky rainey,1.0
2018-11-30,roosevelt roberts,darrell horcher,1.0
2018-11-30,leah letson,julija stoliarenko,1.0
2018-11-30,maurice greene,michel batista,1.0
2018-11-30,joseph benavidez,alex perez,1.0
2018-11-30,kevin aguilar,ricky glenn,1.0
2018-11-30,antonina shevchenko,ji yeon kim,1.0
2018-11-30,edmen shahbazyan,darren stewart,1.0
2018-11-30,pedro munhoz,bryan caraway,1.0
2018-11-30,macy chiasson,pannie kianzad,1.0
2018-11-30,juan espino,justin frazier,1.0
2018-11-30,kamaru usman,rafael dos anjos,1.0
2018-12-01,damir ismagulov,alex gorgees,1.0
2018-12-01,christos giagos,mizuto hirota,1.0
2018-12-01,kai kara-france,elias garcia,1.0
2018-12-01,keita nakamura,salim touahri,1.0
2018-12-01,wilson reis,ben nguyen,1.0
2018-12-01,aleksei kunchenko,yushin okami,1.0
2018-12-01,jimmy crute,paul craig,1.0
2018-12-01,sodiq yusuff,suman mokhtarian,1.0
2018-12-01,anthony rocco martin,jake matthews,1.0
2018-12-01,justin willis,mark hunt,1.0
2018-12-01,mauricio rua,tyson pedro,1.0
2018-12-01,junior dos santos,tai tuivasa,1.0
2018-12-08,aleksandar rakic,devin clark,1.0
2018-12-08,diego ferreira,kyle nelson,1.0
2018-12-08,dhiego lima,chad laprise,1.0
2018-12-08,brad katona,matthew lopez,1.0
2018-12-08,elias theodorou,eryk anders,1.0
2018-12-08,jessica eye,katlyn cerminara,1.0
2018-12-08,gilbert burns,olivier aubin-mercier,1.0
2018-12-08,nina nunes,claudia gadelha,1.0
2018-12-08,thiago santos,jimi manuwa,1.0
2018-12-08,hakeem dawodu,kyle bochniak,1.0
2018-12-08,gunnar nelson,alex oliveira,1.0
2018-12-08,valentina shevchenko,joanna jedrzejczyk,1.0
2018-12-08,max holloway,brian ortega,1.0
2018-12-15,juan adams,chris de la rocha,1.0
2018-12-15,mike rodriguez,adam milstead,1.0
2018-12-15,dan ige,jordan griffin,1.0
2018-12-15,zak cummings,trevor smith,1.0
2018-12-15,jack hermansson,gerald meerschaert,1.0
2018-12-15,joaquim silva,jared gordon,1.0
2018-12-15,drakkar klose,king green,1.0
2018-12-15,zak ottow,dwight grant,1.0
2018-12-15,charles oliveira,jim miller,1.0
2018-12-15,rob font,sergio pettis,1.0
2018-12-15,edson barboza,dan hooker,1.0
2018-12-15,al iaquinta,kevin lee,1.0
2018-12-29,montel jackson,brian kelleher,1.0
2018-12-29,curtis millender,siyar bahadurzada,1.0
2018-12-29,uriah hall,bevon lewis,1.0
2018-12-29,nathaniel wood,andre ewell,1.0
2018-12-29,ryan hall,bj penn,1.0
2018-12-29,petr yan,douglas silva de andrade,1.0
2018-12-29,megan anderson,cat zingano,1.0
2018-12-29,alexander volkanovski,chad mendes,1.0
2018-12-29,corey anderson,ilir latifi,1.0
2018-12-29,michael chiesa,carlos condit,1.0
2018-12-29,amanda nunes,cristiane justino,1.0
2018-12-29,jon jones,alexander gustafsson,1.0
2019-01-19,chance rencountre,kyle stewart,1.0
2019-01-19,geoff neal,belal muhammad,1.0
2019-01-19,dennis bermudez,te edwards,1.0
2019-01-19,cory sandhagen,mario bautista,1.0
2019-01-19,alonzo menifield,vinicius moreira,1.0
2019-01-19,joanne wood,ariane da silva,1.0
2019-01-19,donald cerrone,alexander hernandez,1.0
2019-01-19,glover teixeira,karl roberson,1.0
2019-01-19,paige vanzant,rachael ostovich,1.0
2019-01-19,joseph benavidez,dustin ortiz,1.0
2019-01-19,gregor gillespie,yancy medeiros,1.0
2019-01-19,allen crowder,greg hardy,1.0
2019-01-19,henry cejudo,tj dillashaw,1.0
2019-02-02,rogerio bontorin,magomed bibulatov,1.0
2019-02-02,said nurmagomedov,ricardo ramos,1.0
2019-02-02,geraldo de freitas,felipe colares,1.0
2019-02-02,jairzinho rozenstruik,junior albini,1.0
2019-02-02,thiago alves,max griffin,1.0
2019-02-02,mara romero borella,taila santos,1.0
2019-02-02,markus perez,anthony hernandez,1.0
2019-02-02,livinha souza,sarah frota,1.0
2019-02-02,johnny walker,justin ledet,1.0
2019-02-02,charles oliveira,david teymur,1.0
2019-02-02,demian maia,lyman good,1.0
2019-02-02,jose aldo,renato moicano,1.0
2019-02-02,marlon moraes,raphael assuncao,1.0
2019-02-09,jonathan martinez,wulijiburen,1.0
2019-02-09,jalin turner,callan potter,1.0
2019-02-09,kyung ho kang,teruto ishihara,1.0
2019-02-09,kai kara-france,raulian paiva,1.0
2019-02-09,shane young,austin arnett,1.0
2019-02-09,devonte smith,dong hyun ma,1.0
2019-02-09,jimmy crute,sam alvey,1.0
2019-02-09,montana de la rosa,nadia kassem,1.0
2019-02-09,ricky simon,rani yahya,1.0
2019-02-09,lando vannata,marcos mariano,1.0
2019-02-09,israel adesanya,anderson silva,1.0
2019-02-17,emily whitmire,aleksandra albu,1.0
2019-02-17,luke sanders,renan barao,1.0
2019-02-17,nik lentz,scott holtzman,1.0
2019-02-17,andrea lee,ashlee evans-smith,1.0
2019-02-17,manny bermudez,benito lopez,1.0
2019-02-17,aljamain sterling,jimmie rivera,1.0
2019-02-17,andre fili,myles jury,1.0
2019-02-17,vicente luque,bryan barberena,1.0
2019-02-17,kron gracie,alex caceres,1.0
2019-02-17,cynthia calvillo,cortney casey,1.0
2019-02-17,paul felder,james vick,1.0
2019-02-17,francis ngannou,cain velasquez,1.0
2019-02-23,damir ismagulov,joel alvarez,1.0
2019-02-23,diego ferreira,rustam khabilov,1.0
2019-02-23,ismail naurdiev,michel prazeres,1.0
2019-02-23,damir hadzovic,marco polo reyes,1.0
2019-02-23,gillian robertson,veronica hardy,1.0
2019-02-23,chris fishgold,daniel teymur,1.0
2019-02-23,dwight grant,carlo pedersoli jr.,1.0
2019-02-23,magomed ankalaev,klidson abreu,1.0
2019-02-23,petr yan,john dodson,1.0
2019-02-23,liz carmouche,lucie pudilova,1.0
2019-02-23,michal oleksiejczuk,gian villante,1.0
2019-02-23,stefan struve,marcos rogerio de lima,1.0
2019-02-23,thiago santos,jan blachowicz,1.0
2019-03-02,hannah cifers,polyana viana,1.0
2019-03-02,macy chiasson,gina mazany,1.0
2019-03-02,edmen shahbazyan,charles byrd,1.0
2019-03-02,diego sanchez,mickey gall,1.0
2019-03-02,cody stamann,alejandro perez,1.0
2019-03-02,johnny walker,misha cirkunov,1.0
2019-03-02,zabit magomedsharipov,jeremy stephens,1.0
2019-03-02,pedro munhoz,cody garbrandt,1.0
2019-03-02,zhang weili,tecia pennington,1.0
2019-03-02,ben askren,robbie lawler,1.0
2019-03-02,kamaru usman,tyron woodley,1.0
2019-03-02,jon jones,anthony smith,1.0
2019-03-09,alex white,dan moret,1.0
2019-03-09,alex morono,zak ottow,1.0
2019-03-09,matt schnell,louis smolka,1.0
2019-03-09,maurice greene,jeff hughes,1.0
2019-03-09,grant dawson,julian erosa,1.0
2019-03-09,yana santos,marion reneau,1.0
2019-03-09,anthony rocco martin,sergio moraes,1.0
2019-03-09,omari akhmedov,tim boetsch,1.0
2019-03-09,beneil dariush,drew dober,1.0
2019-03-09,blagoy ivanov,ben rothwell,1.0
2019-03-09,niko price,tim means,1.0
2019-03-09,elizeu zaleski dos santos,curtis millender,1.0
2019-03-09,junior dos santos,derrick lewis,1.0
2019-03-16,mike grundy,nad narimani,1.0
2019-03-16,molly mccann,priscila cachoeira,1.0
2019-03-16,dan ige,danny henry,1.0
2019-03-16,saparbeg safarov,nicolae negumereanu,1.0
2019-03-16,marc diakiese,joe duffy,1.0
2019-03-16,arnold allen,jordan rinaldi,1.0
2019-03-16,jack marshman,john phillips,1.0
2019-03-16,claudio silva,danny roberts,1.0
2019-03-16,nathaniel wood,jose quinonez,1.0
2019-03-16,dominick reyes,volkan oezdemir,1.0
2019-03-16,leon edwards,gunnar nelson,1.0
2019-03-16,jorge masvidal,darren till,1.0
2019-03-23,jordan espinosa,eric shelton,1.0
2019-03-23,chris gutierrez,ryan macdonald,1.0
2019-03-23,randa markos,angela hill,1.0
2019-03-23,jennifer maia,alexis davis,1.0
2019-03-23,marlon vera,frankie saenz,1.0
2019-03-23,bryce mitchell,bobby moffett,1.0
2019-03-23,maycee barber,jj aldrich,1.0
2019-03-23,luis pena,steven peterson,1.0
2019-03-23,jussier formiga,deiveson figueiredo,1.0
2019-03-23,john makdessi,jesus pinedo,1.0
2019-03-23,curtis blaydes,justin willis,1.0
2019-03-23,anthony pettis,stephen thompson,1.0
2019-03-30,alex perez,mark de la rosa,1.0
2019-03-30,maryna moroz,sabina mazo,1.0
