date,fighter_a,fighter_b,result_numeric
2013-03-16,georges st-pierre,nick diaz,1.0
2013-04-06,papy abedi,besam yousef,1.0
2013-04-06,tom lawlor,michael kuiper,1.0
2013-04-06,ryan laflare,ben alloway,1.0
2013-04-06,conor mcgregor,marcus brimage,1.0
2013-04-06,adlan amagov,chris spang,1.0
2013-04-06,tor troeng,adam cella,1.0
2013-04-06,reza madadi,michael johnson,1.0
2013-04-06,akira corassani,robert peralta,1.0
2013-04-06,diego brandao,pablo garza,1.0
2013-04-06,brad pickett,mike easton,1.0
2013-04-06,matt mitrione,philip de fries,1.0
2013-04-06,ross pearson,ryan couture,1.0
2013-04-06,gegard mousasi,ilir latifi,1.0
2013-04-13,daniel pineda,justin lawrence,1.0
2013-04-13,maximo blanco,sam sicilia,1.0
2013-04-13,cole miller,bart palaszewski,1.0
2013-04-13,clint hester,bristol marunde,1.0
2013-04-13,dylan andrews,jimmy quinlan,1.0
2013-04-13,luke barnatt,collin hart,1.0
2013-04-13,josh samman,kevin casey,1.0
2013-04-13,robert mcdaniel,gilbert smith,1.0
2013-04-13,travis browne,gabriel gonzaga,1.0
2013-04-13,cat zingano,miesha tate,1.0
2013-04-13,kelvin gastelum,uriah hall,1.0
2013-04-13,urijah faber,scott jorgensen,1.0
2013-04-20,yoel romero,clifford starks,1.0
2013-04-20,anthony njokuani,roger bowling,1.0
2013-04-20,tj dillashaw,hugo viana,1.0
2013-04-20,jorge masvidal,tim means,1.0
2013-04-20,joseph benavidez,darren uyenoyama,1.0
2013-04-20,myles jury,ramsey nijem,1.0
2013-04-20,francis carmont,lorenz larkin,1.0
2013-04-20,chad mendes,darren elkins,1.0
2013-04-20,matt brown,jordan mein,1.0
2013-04-20,josh thomson,nate diaz,1.0
2013-04-20,daniel cormier,frank mir,1.0
2013-04-20,benson henderson,gilbert melendez,1.0
2013-04-27,steven siler,kurt holobaugh,1.0
2013-04-27,cody mckenzie,leonard garcia,1.0
2013-04-27,bryan caraway,johnny bedford,1.0
2013-04-27,sara mcmann,sheila gaff,1.0
2013-04-27,ovince saint preux,gian villante,1.0
2013-04-27,rustam khabilov,yancy medeiros,1.0
2013-04-27,phil davis,vinny magalhaes,1.0
2013-04-27,roy nelson,cheick kongo,1.0
2013-04-27,michael bisping,alan belcher,1.0
2013-04-27,jon jones,chael sonnen,1.0
2013-05-18,lucas martins,jeremy larsen,1.0
2013-05-18,jussier formiga,chris cariaso,1.0
2013-05-18,john lineker,azamat gashimov,1.0
2013-05-18,fabio maldonado,roger hollett,1.0
2013-05-18,iuri alcantara,iliarde santos,1.0
2013-05-18,paulo thiago,michel prazeres,1.0
2013-05-18,gleison tibau,john cholish,1.0
2013-05-18,francisco trinaldo,mike rio,1.0
2013-05-18,nik lentz,hacran dias,1.0
2013-05-18,rafael natal,joao zeferino,1.0
2013-05-18,rafael dos anjos,evan dunham,1.0
2013-05-18,jacare souza,chris camozzi,1.0
2013-05-18,vitor belfort,luke rockhold,1.0
2013-05-25,jeremy stephens,estevan payan,1.0
2013-05-25,george roop,brian bowles,1.0
2013-05-25,stephen thompson,nah-shon burrell,1.0
2013-05-25,khabib nurmagomedov,abel trujillo,1.0
2013-05-25,robert whittaker,colton smith,1.0
2013-05-25,dennis bermudez,max holloway,1.0
2013-05-25,mike pyle,rick story,1.0
2013-05-25,donald cerrone,kj noons,1.0
2013-05-25,tj grant,gray maynard,1.0
2013-05-25,glover teixeira,james te huna,1.0
2013-05-25,junior dos santos,mark hunt,1.0
2013-05-25,cain velasquez,antonio silva,1.0
2013-06-08,antonio braga neto,anthony smith,1.0
2013-06-08,caio magalhaes,karlos vemola,1.0
2013-06-08,rodrigo damm,mizuto hirota,1.0
2013-06-08,ildemar alcantara,leandro silva,1.0
2013-06-08,felipe arantes,godofredo pepey,1.0
2013-06-08,raphael assuncao,vaughan lee,1.0
2013-06-08,rony jason,mike wilkinson,1.0
2013-06-08,daniel sarafian,eddie mendez,1.0
2013-06-08,erick silva,jason high,1.0
2013-06-08,thiago silva,rafael cavalcante,1.0
2013-06-08,leonardo santos,william macario,1.0
2013-06-08,fabricio werdum,antonio rodrigo nogueira,1.0
2013-06-15,yves jabouin,dustin pague,1.0
2013-06-15,mitch clarke,john maguire,1.0
2013-06-15,roland delorme,edwin figueroa,1.0
2013-06-15,sean pierson,kenny robertson,1.0
2013-06-15,james krause,sam stout,1.0
2013-06-15,jake shields,tyron woodley,1.0
2013-06-15,shawn jordan,pat barry,1.0
2013-06-15,alexis davis,rosi sexton,1.0
2013-06-15,ryan jimmo,igor pokrajac,1.0
2013-06-15,stipe miocic,roy nelson,1.0
2013-06-15,rashad evans,dan henderson,1.0
2013-07-06,mike pierce,david mitchell,1.0
2013-07-06,brian melancon,seth baczynski,1.0
2013-07-06,edson barboza,rafaello oliveira,1.0
2013-07-06,gabriel gonzaga,dave herman,1.0
2013-07-06,norman parke,kazuki tokudome,1.0
2013-07-06,andrew craig,chris leben,1.0
2013-07-06,cub swanson,dennis siver,1.0
2013-07-06,mark munoz,tim boetsch,1.0
2013-07-06,tim kennedy,roger gracie,1.0
2013-07-06,frankie edgar,charles oliveira,1.0
2013-07-06,chris weidman,anderson silva,1.0
2013-07-27,yaotzin meza,john albert,1.0
2013-07-27,justin salas,aaron riley,1.0
2013-07-27,germaine de randamie,julie kedzie,1.0
2013-07-27,ed herman,trevor smith,1.0
2013-07-27,daron cruickshank,yves edwards,1.0
2013-07-27,melvin guillard,mac danzig,1.0
2013-07-27,danny castillo,tim means,1.0
2013-07-27,jorge masvidal,michael chiesa,1.0
2013-07-27,liz carmouche,jessica andrade,1.0
2013-07-27,robbie lawler,bobby voelker,1.0
2013-07-27,rory macdonald,jake ellenberger,1.0
2013-07-27,demetrious johnson,john moraga,1.0
2013-08-03,viscardi andrade,bristol marunde,1.0
2013-08-03,francimar barroso,ednaldo oliveira,1.0
2013-08-03,rani yahya,josh clopton,1.0
2013-08-03,ian mccall,iliarde santos,1.0
2013-08-03,sergio moraes,neil magny,1.0
2013-08-03,amanda nunes,sheila gaff,1.0
2013-08-03,anthony perosh,vinny magalhaes,1.0
2013-08-03,john lineker,jose maria,1.0
2013-08-03,thales leites,tom watson,1.0
2013-08-03,cezar ferreira,thiago santos,1.0
2013-08-03,phil davis,lyoto machida,1.0
2013-08-03,jose aldo,chan sung jung,1.0
2013-08-17,james vick,ramsey nijem,1.0
2013-08-17,ovince saint preux,cody donovan,1.0
2013-08-17,manvel gamburyan,cole miller,1.0
2013-08-17,diego brandao,daniel pineda,1.0
2013-08-17,steven siler,mike brown,1.0
2013-08-17,conor mcgregor,max holloway,1.0
2013-08-17,michael mcdonald,brad pickett,1.0
2013-08-17,michael johnson,joe lauzon,1.0
2013-08-17,john howard,uriah hall,1.0
2013-08-17,matt brown,mike pyle,1.0
2013-08-17,urijah faber,iuri alcantara,1.0
2013-08-17,travis browne,alistair overeem,1.0
2013-08-17,chael sonnen,mauricio rua,1.0
2013-08-28,zak cummings,ben alloway,1.0
2013-08-28,jason high,james head,1.0
2013-08-28,darren elkins,hatsu hioki,1.0
2013-08-28,brandon thatch,justin edwards,1.0
2013-08-28,dylan andrews,papy abedi,1.0
2013-08-28,brad tavares,robert mcdaniel,1.0
2013-08-28,takeya mizugaki,erik perez,1.0
2013-08-28,court mcgee,robert whittaker,1.0
2013-08-28,kelvin gastelum,brian melancon,1.0
2013-08-28,rafael dos anjos,donald cerrone,1.0
2013-08-28,carlos condit,martin kampmann,1.0
2013-08-31,magnus cedenblad,jared hamman,1.0
2013-08-31,al iaquinta,ryan couture,1.0
2013-08-31,soa palelei,nikita krylov,1.0
2013-08-31,chico camus,kyung ho kang,1.0
2013-08-31,hyun gyu lim,pascal krauss,1.0
2013-08-31,tim elliott,louis gaudinot,1.0
2013-08-31,gleison tibau,jamie varner,1.0
2013-08-31,dustin poirier,erik koch,1.0
2013-08-31,ben rothwell,brandon vera,1.0
2013-08-31,chad mendes,clay guida,1.0
2013-08-31,josh barnett,frank mir,1.0
2013-08-31,anthony pettis,benson henderson,1.0
2013-09-04,sean spencer,yuri villefort,1.0
2013-09-04,ivan jorge,keith wisniewski,1.0
2013-09-04,elias silverio,joao zeferino,1.0
2013-09-04,lucas martins,ramiro hernandez,1.0
2013-09-04,edimilson souza,felipe arantes,1.0
2013-09-04,ali bagautinov,marcos vinicius,1.0
2013-09-04,rafael natal,tor troeng,1.0
2013-09-04,piotr hallmann,francisco trinaldo,1.0
2013-09-04,joseph benavidez,jussier formiga,1.0
2013-09-04,jacare souza,yushin okami,1.0
2013-09-04,glover teixeira,ryan bader,1.0
2013-09-21,daniel omielanczuk,nandor guelmino,1.0
2013-09-21,alex caceres,roland delorme,1.0
2013-09-21,michel prazeres,jesse ronson,1.0
2013-09-21,john makdessi,renee forte,1.0
2013-09-21,mitch gagnon,dustin kimura,1.0
2013-09-21,stephen thompson,chris clements,1.0
2013-09-21,wilson reis,ivan menjivar,1.0
2013-09-21,myles jury,mike ricci,1.0
2013-09-21,khabib nurmagomedov,pat healy,1.0
2013-09-21,francis carmont,constantinos philippou,1.0
2013-09-21,brendan schaub,matt mitrione,1.0
2013-09-21,renan barao,eddie wineland,1.0
2013-09-21,jon jones,alexander gustafsson,1.0
2013-10-09,alan patrick,garett whiteley,1.0
2013-10-09,chris cariaso,iliarde santos,1.0
2013-10-09,yan cabral,david mitchell,1.0
2013-10-09,igor araujo,ildemar alcantara,1.0
2013-10-09,raphael assuncao,tj dillashaw,1.0
2013-10-09,rousimar palhares,mike pierce,1.0
2013-10-09,fabio maldonado,joey beltran,1.0
2013-10-09,thiago silva,matt hamill,1.0
2013-10-09,dong hyun kim,erick silva,1.0
2013-10-09,jake shields,demian maia,1.0
2013-10-19,kyoji horiguchi,dustin pague,1.0
2013-10-19,andre fili,jeremy larsen,1.0
2013-10-19,tony ferguson,mike rio,1.0
2013-10-19,adlan amagov,tj waldburger,1.0
2013-10-19,kj noons,george sotiropoulos,1.0
2013-10-19,hector lombard,nate marquardt,1.0
2013-10-19,tim boetsch,cb dollaway,1.0
2013-10-19,john dodson,darrell montague,1.0
2013-10-19,gabriel gonzaga,shawn jordan,1.0
2013-10-19,gilbert melendez,diego sanchez,1.0
2013-10-19,daniel cormier,roy nelson,1.0
2013-10-19,cain velasquez,junior dos santos,1.0
2013-10-26,brad scott,michael kuiper,1.0
2013-10-26,jimy hettes,robert whiteford,1.0
2013-10-26,cole miller,andy ogle,1.0
2013-10-26,jessica andrade,rosi sexton,1.0
2013-10-26,luke barnatt,andrew craig,1.0
2013-10-26,al iaquinta,piotr hallmann,1.0
2013-10-26,john lineker,phil harris,1.0
2013-10-26,nicholas musoke,alessio sakara,1.0
2013-10-26,norman parke,jon tuck,1.0
2013-10-26,jimi manuwa,ryan jimmo,1.0
2013-10-26,lyoto machida,mark munoz,1.0
2013-11-06,derek brunson,brian houston,1.0
2013-11-06,seth baczynski,neil magny,1.0
2013-11-06,lorenz larkin,chris camozzi,1.0
2013-11-06,amanda nunes,germaine de randamie,1.0
2013-11-06,dennis bermudez,steven siler,1.0
2013-11-06,francisco rivera,george roop,1.0
2013-11-06,king green,james krause,1.0
2013-11-06,michael chiesa,colton smith,1.0
2013-11-06,rustam khabilov,jorge masvidal,1.0
2013-11-06,yoel romero,ronny markes,1.0
2013-11-06,alexis davis,liz carmouche,1.0
2013-11-06,tim kennedy,rafael natal,1.0
2013-11-09,dustin ortiz,jose maria,1.0
2013-11-09,adriano martins,daron cruickshank,1.0
2013-11-09,thiago tavares,justin salas,1.0
2013-11-09,omari akhmedov,thiago perpetuo,1.0
2013-11-09,sam sicilia,godofredo pepey,1.0
2013-11-09,jeremy stephens,rony jason,1.0
2013-11-09,ryan laflare,santiago ponzinibbio,1.0
2013-11-09,brandon thatch,paulo thiago,1.0
2013-11-09,rafael cavalcante,igor pokrajac,1.0
2013-11-09,cezar ferreira,daniel sarafian,1.0
2013-11-09,vitor belfort,dan henderson,1.0
2013-11-16,gian villante,cody donovan,1.0
2013-11-16,sergio pettis,will campuzano,1.0
2013-11-16,jason high,anthony lapsley,1.0
2013-11-16,erik perez,edwin figueroa,1.0
2013-11-16,rick story,brian ebersole,1.0
2013-11-16,thales leites,ed herman,1.0
2013-11-16,donald cerrone,evan dunham,1.0
2013-11-16,ali bagautinov,tim elliott,1.0
2013-11-16,tyron woodley,josh koscheck,1.0
2013-11-16,robbie lawler,rory macdonald,1.0
2013-11-16,rashad evans,chael sonnen,1.0
2013-11-16,georges st-pierre,johny hendricks,1.0
2013-11-30,josh sampo,ryan benoit,1.0
2013-11-30,sean spencer,drew dober,1.0
2013-11-30,jared rosholt,walt harris,1.0
2013-11-30,tom niinimaki,rani yahya,1.0
2013-11-30,akira corassani,maximo blanco,1.0
2013-11-30,raquel pennington,roxanne modafferi,1.0
2013-11-30,jessamyn duke,peggy morgan,1.0
2013-11-30,chris holdsworth,davey grant,1.0
2013-11-30,julianna pena,jessica rakoczy,1.0
2013-11-30,nate diaz,gray maynard,1.0
2013-12-06,alex garcia,ben wall,1.0
2013-12-06,krzysztof jotko,bruno santos,1.0
2013-12-06,justin scoggins,richie vaculik,1.0
2013-12-06,caio magalhaes,nick ring,1.0
2013-12-06,takeya mizugaki,nam phan,1.0
2013-12-06,bethe correia,julie kedzie,1.0
2013-12-06,clint hester,dylan andrews,1.0
2013-12-06,soa palelei,pat barry,1.0
2013-12-06,ryan bader,anthony perosh,1.0
2013-12-06,mauricio rua,james te huna,1.0
2013-12-06,mark hunt,antonio silva,0.5
2013-12-14,alptekin ozkilic,darren uyenoyama,1.0
2013-12-14,abel trujillo,roger bowling,1.0
2013-12-14,sam stout,cody mckenzie,1.0
2013-12-14,zach makovsky,scott jorgensen,1.0
2013-12-14,king green,pat healy,1.0
2013-12-14,edson barboza,danny castillo,1.0
2013-12-14,ryan laflare,court mcgee,1.0
2013-12-14,joe lauzon,mac danzig,1.0
2013-12-14,chad mendes,nik lentz,1.0
2013-12-14,urijah faber,michael mcdonald,1.0
2013-12-14,demetrious johnson,joseph benavidez,1.0
2013-12-28,robert peralta,estevan payan,1.0
2013-12-28,william macario,bobby voelker,1.0
2013-12-28,john howard,siyar bahadurzada,1.0
2013-12-28,michael johnson,gleison tibau,1.0
2013-12-28,uriah hall,chris leben,1.0
2013-12-28,dustin poirier,diego brandao,1.0
2013-12-28,jim miller,fabricio camoes,1.0
2013-12-28,travis browne,josh barnett,1.0
2013-12-28,ronda rousey,miesha tate,1.0
2013-12-28,chris weidman,anderson silva,1.0
2014-01-04,russell doane,leandro issa,1.0
2014-01-04,dustin kimura,jon delos reyes,1.0
2014-01-04,mairbek taisumov,tae hyun bang,1.0
2014-01-04,royston wee,dave galera,1.0
2014-01-04,katsunori kikuno,quinn mulhern,1.0
2014-01-04,max holloway,will chope,1.0
2014-01-04,kyung ho kang,shunichi shimizu,1.0
2014-01-04,kiichi kunimoto,luiz dutra,1.0
2014-01-04,tatsuya kawajiri,sean soriano,1.0
2014-01-04,tarec saffiedine,hyun gyu lim,1.0
2014-01-15,beneil dariush,charlie brenneman,1.0
2014-01-15,vinc pichel,garett whiteley,1.0
2014-01-15,louis smolka,alptekin ozkilic,1.0
2014-01-15,trevor smith,brian houston,1.0
2014-01-15,elias silverio,isaac vallie-flagg,1.0
2014-01-15,ramsey nijem,justin edwards,1.0
2014-01-15,cole miller,sam sicilia,1.0
2014-01-15,john moraga,dustin ortiz,1.0
2014-01-15,yoel romero,derek brunson,1.0
2014-01-15,tj dillashaw,mike easton,1.0
2014-01-15,brad tavares,lorenz larkin,1.0
2014-01-15,luke rockhold,constantinos philippou,1.0
2014-01-25,nikita krylov,walt harris,1.0
2014-01-25,george sullivan,mike rhodes,1.0
2014-01-25,daron cruickshank,mike rio,1.0
2014-01-25,hugo viana,ramiro hernandez,1.0
2014-01-25,eddie wineland,yves jabouin,1.0
2014-01-25,alex caceres,sergio pettis,1.0
2014-01-25,jeremy stephens,darren elkins,1.0
2014-01-25,donald cerrone,adriano martins,1.0
2014-01-25,stipe miocic,gabriel gonzaga,1.0
2014-01-25,benson henderson,josh thomson,1.0
2014-02-01,neil magny,gasan umalatov,1.0
2014-02-01,rashid magomedov,anthony rocco martin,1.0
2014-02-01,clint hester,andy enz,1.0
2014-02-01,al iaquinta,kevin lee,1.0
2014-02-01,nick catone,tom watson,1.0
2014-02-01,chris cariaso,danny martinez,1.0
2014-02-01,alan patrick,john makdessi,1.0
2014-02-01,abel trujillo,jamie varner,1.0
2014-02-01,ali bagautinov,john lineker,1.0
2014-02-01,alistair overeem,frank mir,1.0
2014-02-01,jose aldo,ricardo lamas,1.0
2014-02-01,renan barao,urijah faber,1.0
2014-02-15,zubaira tukhugov,douglas silva de andrade,1.0
2014-02-15,ildemar alcantara,albert tumenov,1.0
2014-02-15,felipe arantes,maximo blanco,1.0
2014-02-15,iuri alcantara,wilson reis,1.0
2014-02-15,francisco trinaldo,jesse ronson,1.0
2014-02-15,rodrigo damm,ivan jorge,1.0
2014-02-15,joe proctor,cristiano marcello,1.0
2014-02-15,charles oliveira,andy ogle,1.0
2014-02-15,nicholas musoke,viscardi andrade,1.0
2014-02-15,erick silva,takenori sato,1.0
2014-02-15,jacare souza,francis carmont,1.0
2014-02-15,lyoto machida,gegard mousasi,1.0
2014-02-22,ernest chavez,yosdenis cedeno,1.0
2014-02-22,erik koch,rafaello oliveira,1.0
2014-02-22,zach makovsky,josh sampo,1.0
2014-02-22,aljamain sterling,cody gibson,1.0
2014-02-22,raphael assuncao,pedro munhoz,1.0
2014-02-22,alexis davis,jessica eye,1.0
2014-02-22,stephen thompson,robert whittaker,1.0
2014-02-22,mike pyle,tj waldburger,1.0
2014-02-22,rory macdonald,demian maia,1.0
2014-02-22,daniel cormier,patrick cummins,1.0
2014-02-22,ronda rousey,sara mcmann,1.0
2014-03-01,mark eddiva,jumabieke tuerxun,1.0
2014-03-01,anying wang,albert cheng,1.0
2014-03-01,vaughan lee,nam phan,1.0
2014-03-01,yui chul nam,kazuki tokudome,1.0
2014-03-01,hatsu hioki,ivan menjivar,1.0
2014-03-01,matt mitrione,shawn jordan,1.0
2014-03-01,zhang lipeng,sai wang,1.0
2014-03-01,dong hyun kim,john hathaway,1.0
2014-03-08,igor araujo,danny mitchell,1.0
2014-03-08,claudio silva,brad scott,1.0
2014-03-08,luke barnatt,mats nilsson,1.0
2014-03-08,ilir latifi,cyrille diabate,1.0
2014-03-08,gunnar nelson,omari akhmedov,1.0
2014-03-08,brad pickett,neil seery,1.0
2014-03-08,michael johnson,melvin guillard,1.0
2014-03-08,alexander gustafsson,jimi manuwa,1.0
2014-03-15,robert whiteford,daniel pineda,1.0
2014-03-15,sean strickland,robert mcdaniel,1.0
2014-03-15,justin scoggins,will campuzano,1.0
2014-03-15,francisco trevino,renee forte,1.0
2014-03-15,alex garcia,sean spencer,1.0
2014-03-15,dennis bermudez,jimy hettes,1.0
2014-03-15,jessica andrade,raquel pennington,1.0
2014-03-15,kelvin gastelum,rick story,1.0
2014-03-15,ovince saint preux,nikita krylov,1.0
2014-03-15,hector lombard,jake shields,1.0
2014-03-15,myles jury,diego sanchez,1.0
2014-03-15,tyron woodley,carlos condit,1.0
2014-03-15,johny hendricks,robbie lawler,1.0
2014-03-23,godofredo pepey,noad lahat,1.0
2014-03-23,hans stringer,francimar barroso,1.0
2014-03-23,kenny robertson,thiago perpetuo,1.0
2014-03-23,jussier formiga,scott jorgensen,1.0
2014-03-23,thiago santos,ronny markes,1.0
2014-03-23,rony jason,steven siler,1.0
2014-03-23,michel prazeres,mairbek taisumov,1.0
2014-03-23,fabio maldonado,gian villante,1.0
2014-03-23,leonardo santos,norman parke,0.5
2014-03-23,cb dollaway,cezar ferreira,1.0
2014-03-23,dan henderson,mauricio rua,1.0
2014-04-11,jim alers,alan omer,1.0
2014-04-11,thales leites,trevor smith,1.0
2014-04-11,jared rosholt,daniel omielanczuk,1.0
2014-04-11,ramsey nijem,beneil dariush,1.0
2014-04-11,ryan laflare,john howard,1.0
2014-04-11,clay guida,tatsuya kawajiri,1.0
2014-04-11,roy nelson,antonio rodrigo nogueira,1.0
2014-04-16,mitch gagnon,tim gorman,1.0
2014-04-16,richard walsh,chris indich,1.0
2014-04-16,nordine taleb,vik grujic,1.0
2014-04-16,mark bocek,mike de la torre,1.0
2014-04-16,george roop,dustin kimura,1.0
2014-04-16,ryan jimmo,sean o'connell,1.0
2014-04-16,sarah kaufman,leslie smith,1.0
2014-04-16,kj noons,sam stout,1.0
2014-04-16,dustin poirier,akira corassani,1.0
2014-04-16,chad laprise,olivier aubin-mercier,1.0
2014-04-16,elias theodorou,sheldon westcott,1.0
2014-04-16,patrick cote,kyle noke,1.0
2014-04-16,tim kennedy,michael bisping,1.0
2014-04-19,derrick lewis,jack may,1.0
2014-04-19,mirsad bektic,chas skelly,1.0
2014-04-19,dustin ortiz,ray borg,1.0
2014-04-19,jordan mein,hernani perpetuo,1.0
2014-04-19,caio magalhaes,luke zachrich,1.0
2014-04-19,alex white,estevan payan,1.0
2014-04-19,jorge masvidal,pat healy,1.0
2014-04-19,thiago alves,seth baczynski,1.0
2014-04-19,khabib nurmagomedov,rafael dos anjos,1.0
2014-04-19,yoel romero,brad tavares,1.0
2014-04-19,donald cerrone,edson barboza,1.0
2014-04-19,miesha tate,liz carmouche,1.0
2014-04-19,fabricio werdum,travis browne,1.0
2014-04-26,chris beal,patrick williams,1.0
2014-04-26,danny castillo,charlie brenneman,1.0
2014-04-26,bethe correia,jessamyn duke,1.0
2014-04-26,takanori gomi,isaac vallie-flagg,1.0
2014-04-26,joseph benavidez,tim elliott,1.0
2014-04-26,max holloway,andre fili,1.0
2014-04-26,jim miller,yancy medeiros,1.0
2014-04-26,luke rockhold,tim boetsch,1.0
2014-04-26,anthony johnson,phil davis,1.0
2014-04-26,jon jones,glover teixeira,1.0
2014-05-10,albert tumenov,anthony lapsley,1.0
2014-05-10,justin salas,ben wall,1.0
2014-05-10,nik lentz,manvel gamburyan,1.0
2014-05-10,johnny eduardo,eddie wineland,1.0
2014-05-10,zak cummings,yan cabral,1.0
2014-05-10,kyoji horiguchi,darrell montague,1.0
2014-05-10,ed herman,rafael natal,1.0
2014-05-10,chris cariaso,louis smolka,1.0
2014-05-10,soa palelei,ruan potts,1.0
2014-05-10,neil magny,tim means,1.0
2014-05-10,daron cruickshank,erik koch,1.0
2014-05-10,constantinos philippou,lorenz larkin,1.0
2014-05-10,matt brown,erick silva,1.0
2014-05-24,li jingliang,david michaud,1.0
2014-05-24,sam sicilia,aaron phillips,1.0
2014-05-24,vinc pichel,anthony njokuani,1.0
2014-05-24,mitch clarke,al iaquinta,1.0
2014-05-24,chris holdsworth,chico camus,1.0
2014-05-24,tony ferguson,katsunori kikuno,1.0
2014-05-24,michael chiesa,francisco trinaldo,1.0
2014-05-24,james krause,jamie varner,1.0
2014-05-24,takeya mizugaki,francisco rivera,1.0
2014-05-24,robbie lawler,jake ellenberger,1.0
2014-05-24,daniel cormier,dan henderson,1.0
2014-05-24,tj dillashaw,renan barao,1.0
2014-05-31,ruslan magomedov,viktor pesta,1.0
2014-05-31,maximo blanco,andy ogle,1.0
2014-05-31,peter sobotta,pawel pawlak,1.0
2014-05-31,iuri alcantara,vaughan lee,1.0
2014-05-31,magnus cedenblad,krzysztof jotko,1.0
2014-05-31,nick hein,drew dober,1.0
2014-05-31,niklas backstrom,tom niinimaki,1.0
2014-05-31,sean strickland,luke barnatt,1.0
2014-05-31,cb dollaway,francis carmont,1.0
2014-05-31,gegard mousasi,mark munoz,1.0
2014-05-31,pedro munhoz,matt hobar,1.0
2014-05-31,marcos rogerio de lima,richardson moreira,1.0
2014-05-31,ricardo abreu,wagner silva,1.0
2014-05-31,edimilson souza,mark eddiva,1.0
2014-05-31,gasan umalatov,paulo thiago,1.0
2014-05-31,elias silverio,ernest chavez,1.0
2014-05-31,rashid magomedov,rodrigo damm,1.0
2014-05-31,robert peralta,rony jason,1.0
2014-05-31,demian maia,alexander yakovlev,1.0
2014-05-31,warlley alves,marcio alexandre junior,1.0
2014-05-31,antonio carlos junior,vitor miranda,1.0
2014-05-31,stipe miocic,fabio maldonado,1.0
2014-06-07,patrick cummins,roger narvaez,1.0
2014-06-07,jon tuck,jake lindsey,1.0
2014-06-07,scott jorgensen,danny martinez,1.0
2014-06-07,lance benoist,bobby voelker,1.0
2014-06-07,sergio pettis,yaotzin meza,1.0
2014-06-07,bryan caraway,erik perez,1.0
2014-06-07,piotr hallmann,yves edwards,1.0
2014-06-07,rafael dos anjos,jason high,1.0
2014-06-07,john dodson,john moraga,1.0
2014-06-07,diego sanchez,ross pearson,1.0
2014-06-07,benson henderson,rustam khabilov,1.0
2014-06-14,jason saggo,josh shockley,1.0
2014-06-14,michinori tanaka,roland delorme,1.0
2014-06-14,tae hyun bang,kajan johnson,1.0
2014-06-14,yves jabouin,mike easton,1.0
2014-06-14,valerie letourneau,elizabeth phillips,1.0
2014-06-14,kiichi kunimoto,daniel sarafian,1.0
2014-06-14,ovince saint preux,ryan jimmo,1.0
2014-06-14,andrei arlovski,brendan schaub,1.0
2014-06-14,ryan bader,rafael cavalcante,1.0
2014-06-14,rory macdonald,tyron woodley,1.0
2014-06-14,demetrious johnson,ali bagautinov,1.0
2014-06-28,gian villante,sean o'connell,1.0
2014-06-28,dan hooker,ian entwistle,1.0
2014-06-28,neil magny,rodrigo de lima,1.0
2014-06-28,vik grujic,chris indich,1.0
2014-06-28,richie vaculik,roldan sangcha'an,1.0
2014-06-28,jake matthews,dashon johnson,1.0
2014-06-28,robert whittaker,mike rhodes,1.0
2014-06-28,charles oliveira,hatsu hioki,1.0
2014-06-28,jared rosholt,soa palelei,1.0
2014-06-28,nate marquardt,james te huna,1.0
2014-06-28,aleksei oleinik,anthony hamilton,1.0
2014-06-28,ray borg,shane howell,1.0
2014-06-28,marcelo guimaraes,andy enz,1.0
2014-06-28,cody gibson,johnny bedford,1.0
2014-06-28,diego ferreira,colton smith,1.0
2014-06-28,joe ellenberger,james moontasri,1.0
2014-06-28,clint hester,antonio braga neto,1.0
2014-06-28,ricardo lamas,hacran dias,1.0
2014-06-28,cezar ferreira,andrew craig,1.0
2014-06-28,kelvin gastelum,nicholas musoke,1.0
2014-06-28,cub swanson,jeremy stephens,1.0
2014-07-05,luke zachrich,guilherme vasconcelos,1.0
2014-07-05,rob font,george roop,1.0
2014-07-05,bruno santos,chris camozzi,1.0
2014-07-05,kenny robertson,ildemar alcantara,1.0
2014-07-05,urijah faber,alex caceres,1.0
2014-07-05,russell doane,marcus brimage,1.0
2014-07-05,uriah hall,thiago santos,1.0
2014-07-05,ronda rousey,alexis davis,1.0
2014-07-05,chris weidman,lyoto machida,1.0
2014-07-06,sarah moras,alexis dufresne,1.0
2014-07-06,patrick walsh,daniel spohn,1.0
2014-07-06,adriano martins,juan manuel puig,1.0
2014-07-06,leandro issa,jumabieke tuerxun,1.0
2014-07-06,kevin lee,jesse ronson,1.0
2014-07-06,dustin ortiz,justin scoggins,1.0
2014-07-06,derrick lewis,guto inocente,1.0
2014-07-06,eddie gordon,dhiego lima,1.0
2014-07-06,corey anderson,matt van buren,1.0
2014-07-06,frankie edgar,bj penn,1.0
2014-07-16,claudia gadelha,tina lahdemaki,1.0
2014-07-16,yosdenis cedeno,jerrod sanders,1.0
2014-07-16,aljamain sterling,hugo viana,1.0
2014-07-16,leslie smith,jessamyn duke,1.0
2014-07-16,gleison tibau,pat healy,1.0
2014-07-16,lucas martins,alex white,1.0
2014-07-16,john lineker,alptekin ozkilic,1.0
2014-07-16,joe proctor,justin salas,1.0
2014-07-16,rick story,leonardo mafra,1.0
2014-07-16,edson barboza,evan dunham,1.0
2014-07-16,donald cerrone,jim miller,1.0
